run_id,seed,task,method,optimizer,parameter,parameter_value,delta_solve_wall_s,delta_iterations,delta_evaluations,delta_terminal_gradient_l2,delta_terminal_gradient_inf,delta_relative_gradient_l2,delta_objective_n_m,delta_surrogate_residual_n,delta_command_cosine_to_fixed_GFE,delta_field_cosine_to_fixed_GFE,delta_worst_displacement_a,delta_minimum_stiffness_n_m,delta_common_nominal_loss_std_n_m
0000000000000494356cabad445e,260869,Triple,GFE,BFGS,alpha_factor,0.01,-2.1837046000000555,-1253,-1266,-2.691925081584216e-09,-1.1080224790559602e-10,-7.223498467705438e-08,-0.0034720477032129937,6.537459943845846e-06,-0.10522916703060436,-0.06409062485910932,1.2850008156327806,3.300854566012728e-05,0.004906434308295748
0000000000000494e0958f684aee,260869,Triple,GFE,BFGS,alpha_factor,0.03,-2.5471924000012223,-1149,-1083,-8.094550377816213e-09,4.717192279415877e-10,-2.55553295264258e-07,-0.0031620024039780495,6.221084346296147e-06,-0.10313377016626535,-0.06267503615758407,1.2463128139486197,5.5904424431532955e-05,0.005109241240087387
0000000000000493adbb806b4477,260869,Triple,GFE,BFGS,alpha_factor,0.1,-1.6845944000087911,-816,-812,-1.86932958343424e-09,-3.5892342060034636e-11,-4.596159436954913e-08,-0.0022290634992463212,5.193181256188445e-06,-0.09783254996843171,-0.05888782117142077,1.111479045843386,3.951305796883516e-05,0.004707982372315283
00000000000004937842a4ae4b07,260869,Triple,GFE,BFGS,alpha_factor,0.3,-0.38375080001424067,-556,-543,4.8610782109118835e-09,-5.850348384653869e-10,1.7737427230420092e-07,-0.0005568732946066787,2.00047724051546e-06,-0.015205994094464104,-0.008778080616822392,0.3233118601645124,-2.4440047975259754e-06,0.0012759346808655684
000000000000049382001b184479,260869,Triple,GFE,BFGS,alpha_factor,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-16,0.0,0.0,0.0
0000000000000494a2cab5f44463,260869,Triple,GFE,BFGS,alpha_factor,10.0,4.576318100007484,899,987,5.5921351095888356e-08,9.451669102024683e-09,1.3748055487674417e-06,7.14076006180786e-06,-1.2408897853425777e-08,-0.2306463274426196,-0.15082521671289228,0.005198206617067325,5.130145963289957e-06,-6.85567978492212e-08
00000000000004950b56d109447d,260869,Triple,GFE,BFGS,alpha_factor,100.0,26.788648699992336,6020,6216,1.91379687945058e-09,-3.5989544133424134e-09,-7.719411828753135e-07,7.698010324914961e-06,-1.3251990298213246e-08,-0.23065962587048205,-0.15083501388180598,0.005670367173087498,6.421230416368438e-06,4.3991340238976705e-06
0000000000000493088e093b4b0d,260869,Triple,GFE,BFGS,alpha_factor,3.0,1.761979999995674,-21,-27,1.5966386703131542e-08,-6.818686584907487e-10,4.723187422177977e-07,5.4950017105842575e-06,-1.0140842017369424e-08,-0.2305895246164108,-0.15077884005918074,0.004013517751649764,6.3378548444893885e-06,-3.2924268165956877e-07
000000000000049400274a944af9,260869,Triple,GFE,BFGS,alpha_factor,30.0,9.858281399981934,1589,1644,-5.817118869148944e-09,-2.660200871721876e-09,-5.750677715543951e-07,7.596639715952425e-06,-1.303389772608576e-08,-0.23066032916040013,-0.1508367574345244,0.005544451903737813,6.131572220116708e-06,5.51400858803882e-07
00000000000004930419619f4475,260869,Triple,GFE,BFGS,alpha_x_epsilon_force,"0.1,0.1",-2.1294166000006953,-934,-935,5.756389143416214e-09,-4.503042299156305e-10,2.119994049679831e-07,-0.0022255796591403587,5.193190304356999e-06,-0.09783350022055526,-0.0588880681670948,1.1114733870539744,3.951481576367432e-05,0.0047079923155961744
0000000000000493adbb806b4477,260869,Triple,GFE,BFGS,alpha_x_epsilon_force,"0.1,1",-1.6845944000087911,-816,-812,-1.86932958343424e-09,-3.5892342060034636e-11,-4.596159436954913e-08,-0.0022290634992463212,5.193181256188445e-06,-0.09783254996843171,-0.05888782117142077,1.111479045843386,3.951305796883516e-05,0.004707982372315283
0000000000000494e3ba23f7519a,260869,Triple,GFE,BFGS,alpha_x_epsilon_force,"0.1,10",-2.261617500000284,-808,-807,-1.1511479851527192e-09,1.0440612547978095e-10,-2.1658157589627134e-08,-0.0022631301538975565,5.193402875514608e-06,-0.0978365229355721,-0.05889180670564775,1.1117075577060032,3.976435653697623e-05,0.0047051590569384474
00000000000004932ba2faec4477,260869,Triple,GFE,BFGS,alpha_x_epsilon_force,"1,0.1",2.9676343999890378,620,655,8.935105480920297e-09,-5.719253632104337e-10,2.975866077147903e-07,7.049883858620265e-06,-1.1995599264405391e-08,-1.001482380358354e-06,-5.613514482138982e-07,0.005142203914237142,4.945133650135786e-06,-2.343339421712905e-07
000000000000049382001b184479,260869,Triple,GFE,BFGS,alpha_x_epsilon_force,"1,1",0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-16,0.0,0.0,0.0
00000000000004942a99b8ea519c,260869,Triple,GFE,BFGS,alpha_x_epsilon_force,"1,10",-0.2632337999966694,-549,-546,-2.7450064749442885e-09,-1.329644934998012e-09,-9.133553235765989e-08,-6.627706640233849e-05,1.0774020557036397e-07,-7.969039636801512e-05,-4.422544601712097e-05,-0.04913999031488514,-4.03837576984803e-05,2.9732949007490118e-05
00000000000004940b6854004461,260869,Triple,GFE,BFGS,alpha_x_epsilon_force,"10,0.1",46.954619199983426,12652,13076,5.957620907981174e-09,-2.8791457959819063e-09,-1.5469676168472532e-08,7.767550058650208e-06,-1.3251752877097267e-08,-0.23066647185937572,-0.15084192293154564,0.005654807886655455,6.473079836526391e-06,4.955771892297248e-08
0000000000000494a2cab5f44463,260869,Triple,GFE,BFGS,alpha_x_epsilon_force,"10,1",4.576318100007484,899,987,5.5921351095888356e-08,9.451669102024683e-09,1.3748055487674417e-06,7.14076006180786e-06,-1.2408897853425777e-08,-0.2306463274426196,-0.15082521671289228,0.005198206617067325,5.130145963289957e-06,-6.85567978492212e-08
00000000000004958305dc1751b6,260869,Triple,GFE,BFGS,alpha_x_epsilon_force,"10,10",-1.2431616000103531,-619,-633,3.354346473723772e-09,-1.3877516643277641e-09,-8.685959915826456e-08,9.005390808683456e-07,-4.0144709160614784e-09,-0.23043574947408108,-0.1506517091913786,0.000687832534024102,1.6494332937093403e-06,-1.0448898649035678e-07
0000000000000497eb65df0c1764,260828,Single,GFE,L-BFGS-B,axial_ratio_factor,0.1,-0.0008289999968837947,-3,-4,-1.2338916332397866e-08,7.541427329104342e-10,-3.811549469587054e-05,-0.02253396700064792,2.1923593376783808e-07,-0.00014453019158178204,-5.888473649573456e-05,0.15306504874531285,-0.00011391218730234711,
000000000000049767183bce1dca,260828,Single,GFE,L-BFGS-B,axial_ratio_factor,0.3,-0.00039000000106170774,-2,-1,-2.182378652941777e-08,-2.487109584464216e-09,-5.19481507307935e-05,-0.015999269094856335,1.6502144366229027e-07,-8.264593446760671e-05,-3.3250592065603435e-05,0.11217454492831799,-5.626776695080845e-05,
000000000000049728ef10c92430,260828,Single,GFE,L-BFGS-B,axial_ratio_factor,0.5,-0.0006770999898435548,1,2,-1.7037019991351256e-08,6.104549587291961e-10,-4.16804715537792e-05,-0.010511853081151427,1.1422086063556542e-07,-3.9985495838390506e-05,-1.588118724427101e-05,0.07415749701272578,-5.0581245270453316e-05,
0000000000000497820ea2851766,260828,Single,GFE,L-BFGS-B,axial_ratio_factor,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-6.661338147750939e-16,0.0,0.0,
0000000000000498ed05d87e1b81,260828,Single,GFE,L-BFGS-B,axial_ratio_factor,10.0,0.0002437999937683344,2,7,-2.0828774886456324e-08,-2.155954948884078e-09,-3.58625866863894e-05,0.03922993661717964,-8.64811608648504e-07,-0.0038103214630330617,-0.0008702409172953729,0.5029265524325731,-0.00013713627554686738,
0000000000000497f3f032bd1a9b,260828,Single,GFE,L-BFGS-B,axial_ratio_factor,2.0,-0.0010426999942865223,-1,-1,-1.3478974371629713e-08,-1.0792016891350868e-09,-2.147192018676759e-05,0.013124314695621198,-1.8608643148820884e-07,-0.00011520986777024955,-4.138474987092078e-05,0.03456030304789557,-0.00011721634460326678,
0000000000000497dca5bd551dd0,260828,Single,GFE,L-BFGS-B,axial_ratio_factor,3.0,-0.0009170999983325601,1,0,-6.120322243675075e-09,1.7799511434250616e-09,4.797481641391173e-06,0.020985450788076225,-3.3217385049745904e-07,-0.00038932308771622015,-0.00013077146599715928,0.1391357349494905,-0.00019584400232890153,
0000000000000493e34913fa4477,260869,Triple,GFE,BFGS,axial_ratio_factor,0.1,-4.230069700002787,-1323,-1349,-1.5338189721753028e-09,-5.557744200261909e-10,-3.676203003022121e-08,-0.08753742897171196,2.1456711317197303e-06,-0.050907442621464294,-0.023958964380786374,0.09650784072968122,-7.633606407937894e-05,0.0013993516564611954
0000000000000493688016d64ad5,260869,Triple,GFE,BFGS,axial_ratio_factor,0.3,-2.8637438000005204,-869,-882,2.355114034885191e-09,-7.2643610926092e-10,8.700425142068022e-08,-0.03979697298567315,3.7927002795569724e-07,-0.02185573975905153,-0.009659060336579484,-0.02366587345214588,-3.50442918739197e-05,0.00038601220838952317
00000000000004932faa1fe35133,260869,Triple,GFE,BFGS,axial_ratio_factor,0.5,-2.363755800004583,-774,-792,-1.9593555605108264e-09,-3.598533238935214e-10,-6.122261389091065e-08,-0.020048431501429563,5.615346792581978e-08,-0.010965164625039825,-0.00438565622974485,-0.009727747853263191,-1.4592576845616967e-05,0.00019772580649805564
000000000000049382001b184479,260869,Triple,GFE,BFGS,axial_ratio_factor,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-16,0.0,0.0,0.0
0000000000000494f0a80d8a4857,260869,Triple,GFE,BFGS,axial_ratio_factor,10.0,3.998919899997418,927,1025,-9.688726438441016e-09,-3.729090494518933e-09,-3.268415248753491e-07,0.022155998437836947,5.694189218969315e-07,-0.6073991200177733,-0.6022803200666028,,,0.006265160011013916
0000000000000493eff6858447aa,260869,Triple,GFE,BFGS,axial_ratio_factor,2.0,19.215849199987133,6175,6297,6.954507051937913e-09,-9.055535701586173e-10,2.2805437728256424e-07,0.012107216543947495,-3.039498425943013e-09,-0.22949553398567168,-0.15365949535251988,0.004830850710540291,-9.802550653004237e-05,0.0007723439210711118
0000000000000493cb5b0ff04adb,260869,Triple,GFE,BFGS,axial_ratio_factor,3.0,0.26979810000921134,29,54,-1.1095763530013049e-08,-6.45579235709681e-10,-3.7227219808390387e-07,0.019952826853586153,-2.174367540318247e-09,-0.7093671685344889,-0.7057699720776656,-0.001845673291448413,-0.0026528688581685883,0.0036866406680402994
00000000000004933ca78ae74174,260869,Triple,GFE,BFGS,beta_factor,0.0,-1.7996318000077736,-876,-887,-3.113529883586862e-09,-3.726810082959204e-10,1.1790158246121369e-05,-0.0013017542968128057,-9.775369768024942e-10,-0.08162405606531276,-0.06677453991472171,0.08732192651250714,7.0206053919628485e-06,0.015744640571067198
0000000000000494e9ba72c34c54,260869,Triple,GFE,BFGS,beta_factor,0.01,-2.3706702000054065,-709,-696,1.5360766102777548e-09,-1.996573293253395e-09,1.23624814655631e-05,-0.0010132978066202877,-1.7197060600256801e-09,-0.0803710218648005,-0.06487575245496435,0.06901025903603031,-1.7443734553358042e-06,0.015473902574081332
000000000000049493961695525a,260869,Triple,GFE,BFGS,beta_factor,0.03,-1.4916134999948554,-615,-600,-5.822598052420668e-10,-1.133026528003946e-09,9.388431073481189e-06,-0.0005460859197752438,5.1433444462244134e-11,-0.04598426369232378,-0.03582841205120224,0.05233039170631204,-8.925990980648791e-06,0.013359609162312451
000000000000049301b1b8cc4477,260869,Triple,GFE,BFGS,beta_factor,0.1,-2.428310600007535,-818,-823,8.141376250619143e-09,-2.4891139026459306e-11,7.0162989094796386e-06,-8.148394403361542e-05,3.240215541224758e-11,-8.496714936079286e-07,-6.871988901258064e-07,0.0005138424257794538,2.698889343304492e-07,0.00012097938335719752
00000000000004937b9ddc9a4a7d,260869,Triple,GFE,BFGS,beta_factor,0.3,-1.8259516999969492,-676,-664,-2.5411769537262753e-09,-1.3517449476820299e-09,1.7523417794943862e-06,-6.146152435303198e-05,1.6317786926217193e-11,-7.002899271579821e-08,-1.3844860258238612e-08,1.7031194347594258e-06,2.3139499186978357e-07,-2.169919805142807e-06
000000000000049382001b184479,260869,Triple,GFE,BFGS,beta_factor,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-16,0.0,0.0,0.0
0000000000000494fde015234c59,260869,Triple,GFE,BFGS,beta_factor,10.0,13.336590799983242,3617,3739,1.1036657933542639e-07,4.5917621137953e-08,-5.86664660516589e-07,0.000782930325981028,-1.846545606273795e-10,-9.89565106845891e-06,-2.008743455461648e-06,0.00046007634302452916,-2.55091822935977e-06,4.875305010579062e-05
0000000000000493243e3ea74a83,260869,Triple,GFE,BFGS,beta_factor,3.0,5.260337799991248,1141,1170,-1.0855645095563141e-09,-1.4764560728804544e-12,-7.26269714179435e-07,0.00017411659051129458,-4.120013776058926e-11,-4.938083436600849e-07,-9.821075974691951e-08,9.687751425002666e-05,-4.5143890334709696e-07,1.0861346009246974e-05
0000000000000494a698851b5265,260869,Triple,GFE,BFGS,beta_factor,30.0,36.52577259999816,9578,9849,4.975126592252636e-07,1.776770298888082e-07,-4.6310668509377964e-07,0.0025214489732879944,-5.808811521335318e-10,-0.0001093701461926111,-2.215828254858998e-05,0.0013779804650134175,-8.171722416592435e-06,0.00015674315342087842
00000000000004930037714a41b0,260869,Triple,GFE,BFGS,epsilon_force_factor,0.0,63.00995379999222,18096,18820,0.0034580241123789023,0.0009746537561388422,0.11517099699799989,1.0064685594966816e-05,-1.3345423360814695e-08,-0.00047708908545895934,-5.9381023032711866e-05,0.006128402380088216,7.686451395942347e-06,-1.2087717015890927e-07
000000000000049453a5440c5197,260869,Triple,GFE,BFGS,epsilon_force_factor,0.01,7.1956900999939535,1242,1373,4.414272791660726e-08,6.096607741720397e-09,1.4701917729488282e-06,7.759583040577167e-06,-1.3210303930388185e-08,-1.2176064835278666e-06,-6.825758359640943e-07,0.005648948168456902,6.425206640300364e-06,-4.139491005974896e-08
0000000000000494048e53405725,260869,Triple,GFE,BFGS,epsilon_force_factor,0.03,4.840084499985096,705,754,1.62422853877203e-08,-2.7528136182646294e-10,5.409554013719107e-07,7.601797212784811e-06,-1.2940132254147558e-08,-1.1722417153636755e-06,-6.562185813629995e-07,0.005542182275753982,6.008247814486218e-06,-9.189048898316483e-08
00000000000004932ba2faec4477,260869,Triple,GFE,BFGS,epsilon_force_factor,0.1,2.9676343999890378,620,655,8.935105480920297e-09,-5.719253632104337e-10,2.975866077147903e-07,7.049883858620265e-06,-1.1995599264405391e-08,-1.001482380358354e-06,-5.613514482138982e-07,0.005142203914237142,4.945133650135786e-06,-2.343339421712905e-07
00000000000004937c89eda04a05,260869,Triple,GFE,BFGS,epsilon_force_factor,0.3,0.1869458000001032,-207,-179,1.4118628822707355e-08,-1.4816526741880868e-10,4.7022622025790967e-07,5.475864364674898e-06,-9.306372856571405e-09,-6.020323268796091e-07,-3.3822129907878917e-07,0.004027343651551718,8.676091754857831e-06,-4.3587069869434736e-07
000000000000049382001b184479,260869,Triple,GFE,BFGS,epsilon_force_factor,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-16,0.0,0.0,0.0
00000000000004942a99b8ea519c,260869,Triple,GFE,BFGS,epsilon_force_factor,10.0,-0.2632337999966694,-549,-546,-2.7450064749442885e-09,-1.329644934998012e-09,-9.133553235765989e-08,-6.627706640233849e-05,1.0774020557036397e-07,-7.969039636801512e-05,-4.422544601712097e-05,-0.04913999031488514,-4.03837576984803e-05,2.9732949007490118e-05
00000000000004935d1fc9fd4a0b,260869,Triple,GFE,BFGS,epsilon_force_factor,3.0,0.12732909999613184,-25,-3,-4.6478780366322465e-09,-4.409654485804722e-10,-1.547930120472736e-07,-1.5370338341584577e-05,2.5742581921721827e-08,-4.6448538751908686e-06,-2.5810116967006635e-06,-0.012935547611480636,-3.096755111167671e-05,6.701945532232752e-06
0000000000000494fa26b1cf5730,260869,Triple,GFE,BFGS,epsilon_force_factor,30.0,-1.2424665000289679,-479,-486,-6.273710975038562e-09,-2.332243244320862e-10,-2.082812381854567e-07,-0.00019252810691997718,2.9728252774381386e-07,-0.0005632054370638961,-0.00031651819943412374,-0.13623453475204245,7.757344162069666e-06,8.655555493571947e-05
0000000000000491c9e062cf1ee5,260869,Triple,GFE,BFGS,epsilon_pressure_rel,0.0,113.67704289998801,27223,28673,0.0189532110700042,0.005978130265383995,0.6312457268510141,6.771942015833254e-05,4.376475583523282e-09,-0.00627551226901224,-0.0030555792425122075,0.0076478983842871995,-4.116066888909184e-05,1.735300571195365e-06
0000000000000494c9e3d2845636,260869,Triple,GFE,BFGS,epsilon_pressure_rel,0.0001,7.392606499983231,1947,2031,5.347536183063315e-08,1.3232318261233283e-08,1.7810227973698442e-06,-7.812001325799289e-05,1.870198752610578e-11,-7.724015094190406e-08,-1.567842300431721e-08,-4.5165462905671916e-05,1.1042626524965758e-07,-1.7066931977483565e-06
0000000000000494dbf4d37c5b8a,260869,Triple,GFE,BFGS,epsilon_pressure_rel,0.0003,4.6705068000010215,572,600,-1.7324409195870167e-09,7.000924328920324e-13,-5.7699406084140716e-08,-6.0759854473332875e-05,1.479984110190932e-11,-4.7936432712170074e-08,-1.0241584469383724e-08,-3.4553010683724406e-05,8.439638075332864e-08,-1.311944398260032e-06
000000000000049382001b184479,260869,Triple,GFE,BFGS,epsilon_pressure_rel,0.001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-16,0.0,0.0,0.0
000000000000049390171ae049cd,260869,Triple,GFE,BFGS,epsilon_pressure_rel,0.003,-0.45964810000441503,-611,-594,8.27905841249667e-09,-5.23630509947497e-10,2.7573390196560444e-07,0.0001735934293025307,-4.171581922923613e-11,-4.25678758908532e-07,-9.411697921013484e-08,9.855204155673203e-05,-1.6971423593054903e-07,3.0218558418416276e-06
0000000000000492651dc03d32ec,260869,Triple,GFE,BFGS,epsilon_pressure_rel,0.01,-1.3504996000119718,-744,-758,2.2759385754470926e-09,-1.7629052883648893e-09,7.575904742231641e-08,0.0007810974001644447,-1.861911094763338e-10,-8.698898012471368e-06,-1.8677150210866245e-06,0.0004415515783539048,-1.3783014850931967e-06,7.167592837140589e-06
0000000000000492770ac1c53840,260869,Triple,GFE,BFGS,epsilon_pressure_rel,0.03,-2.022511300005135,-960,-978,9.061186643744806e-09,6.6091379500546766e-12,3.0133105583252547e-07,0.002516167695321779,-5.87643926075642e-10,-9.590636810630215e-05,-2.055335141404324e-05,0.0012883030203931778,-4.099776398711844e-06,8.016289926532856e-06
