iterations,gradient_l2,success,message,status_code,objective,pressure_pa,gorkov_force_n,command_time_s,phase_content_id,initial_content_id,cache_origin,version,requested,sign,method,eta,beta_factor,source_content_id,target_m,seed,frequency_hz,side,pitch_m,alpha_per_m,beta_curvature_per_pa,curvature_weights,curvature_trace,pressure_mode,smooth_pressure_relative,stencil_spacing_m,solver,maxiter,gtol,initial_phase_protocol,status,fe_solver_policy,evaluator_backend,cache_key,command_cosine_fixed_FE,xz_amplitude_cosine_fixed_FE,reference_phase_content_id,source,curvature_term_n_m,force_term_n_m,pressure_term_n_m,curvature_gradient_l2,force_gradient_l2,pressure_gradient_l2,gradient_inf,objective_n_m
638,1.695045549014288e-08,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,-0.09888487498911944,1.7624449977354405e-05,7.271037802156541e-07,0.09870220000448171,00000000000008009cd36266f2f8236e,0000000000000800d6190f48baee1803,computed_L-BFGS-B,appendix-B-pressure-sensitivity-v1,Twin,corrected_minus,RH,0.01,1.0,"{'gorkov_core.py': '0000000000008bd7e923264916cf9d32', 'sota.py': '000000000000c4e94e39b78d8fcd9061'}","[0.0, 0.0, 0.05]",260905,40000.0,16,0.01,9.0,4.242640687119285e-06,"[2.941176470588235, 0.029411764705882353, 0.029411764705882353]",3.0,smooth_abs,0.001,0.0005,L-BFGS-B,10000,1e-08,"Shared reduced random phase vector, seed 260905; each configuration solved independently; no continuation",SMOKE,fe-compact-task-specific-v3,compact-single-float64-v1,00000000000003b904ac04de,0.9591791770114144,0.9987459507706898,00000000000008003348f6da316e0050,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\appendix_outputs\C_GFE\directional_review_data\data\sensitivity_cache\00000000000003b904ac04de,-0.0989026456811508,6.543934021940887e-06,1.1226758010331487e-05,1.0571774391422568e-05,1.0585820352905062e-05,7.05913557362655e-08,5.938561121683605e-09,-0.09888487498911852
539,4.033263243697869e-08,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,-0.09614712735757334,2.507470895810505e-05,7.144949996177994e-07,0.088362499998766,0000000000000800001f494e6ac10d3e,0000000000000800d6190f48baee1803,computed_L-BFGS-B,appendix-B-pressure-sensitivity-v1,Twin,corrected_minus,RH,0.03,1.0,"{'gorkov_core.py': '0000000000008bd7e923264916cf9d32', 'sota.py': '000000000000c4e94e39b78d8fcd9061'}","[0.0, 0.0, 0.05]",260905,40000.0,16,0.01,9.0,4.242640687119285e-06,"[2.830188679245283, 0.08490566037735849, 0.08490566037735849]",3.0,smooth_abs,0.001,0.0005,L-BFGS-B,10000,1e-08,"Shared reduced random phase vector, seed 260905; each configuration solved independently; no continuation",SMOKE,fe-compact-task-specific-v3,compact-single-float64-v1,00000000000003b774fd44ee,0.959335154178267,0.9987751209761924,00000000000008003348f6da316e0050,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\appendix_outputs\C_GFE\directional_review_data\data\sensitivity_cache\00000000000003b774fd44ee,-0.09616478564134658,6.430454996560195e-06,1.1227828777321618e-05,1.0575689558409079e-05,1.0589317613076049e-05,7.79144736612173e-08,7.434613968713077e-09,-0.09614712735757269
840,3.6008037697839227e-08,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,-0.08800532997764922,4.648763348956915e-05,6.730987893544383e-07,0.13011320000805426,000000000000080059600aa3e038198b,0000000000000800d6190f48baee1803,computed_L-BFGS-B,appendix-B-pressure-sensitivity-v1,Twin,corrected_minus,RH,0.1,1.0,"{'gorkov_core.py': '0000000000008bd7e923264916cf9d32', 'sota.py': '000000000000c4e94e39b78d8fcd9061'}","[0.0, 0.0, 0.05]",260905,40000.0,16,0.01,9.0,4.242640687119285e-06,"[2.4999999999999996, 0.25, 0.25]",3.0,smooth_abs,0.001,0.0005,L-BFGS-B,10000,1e-08,"Shared reduced random phase vector, seed 260905; each configuration solved independently; no continuation",SMOKE,fe-compact-task-specific-v3,compact-single-float64-v1,0000000000000399a800865b,0.9619061193832101,0.998862189862717,00000000000008003348f6da316e0050,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\appendix_outputs\C_GFE\directional_review_data\data\sensitivity_cache\0000000000000399a800865b,-0.08802262021437708,6.057889104189945e-06,1.123234762332372e-05,1.058360008504819e-05,1.0600655691018406e-05,6.948856000677583e-08,8.236130532019962e-09,-0.08800532997764957
392,3.3571896576027804e-08,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,-0.059042876605444404,2.7225760986710717e-05,3.905881906016862e-07,0.05948979999811854,00000000000008008f8270bbe5692753,0000000000000800d6190f48baee1803,computed_L-BFGS-B,appendix-B-pressure-sensitivity-v1,Twin,corrected_minus,RH,1.0,1.0,"{'gorkov_core.py': '0000000000008bd7e923264916cf9d32', 'sota.py': '000000000000c4e94e39b78d8fcd9061'}","[0.0, 0.0, 0.05]",260905,40000.0,16,0.01,9.0,4.242640687119285e-06,"[1.0, 1.0, 1.0]",3.0,smooth_abs,0.001,0.0005,L-BFGS-B,10000,1e-08,"Shared reduced random phase vector, seed 260905; each configuration solved independently; no continuation",SMOKE,fe-compact-task-specific-v3,compact-single-float64-v1,000000000000038848109168,0.7217689609599037,0.9918466442145114,00000000000008003348f6da316e0050,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\appendix_outputs\C_GFE\directional_review_data\data\sensitivity_cache\000000000000038848109168,-0.05905872236056788,3.515293715415176e-06,1.2330461407807633e-05,1.1595587071638598e-05,1.1604903832405735e-05,7.876842009991129e-08,8.062017642445399e-09,-0.05904287660544466
3761,830.4078021745945,False,Desired error not necessarily achieved due to precision loss.,2,-64.78143609902313,8.608702041223223e-06,6.412334317961241e-07,16.91095449999557,000000000000080039bb8057d68b0751,0000000000000800d6190f48baee1803,computed_BFGS,appendix-B-pressure-sensitivity-v1,Twin,corrected_minus,Conventional,0.0001,,"{'gorkov_core.py': '0000000000008bd7e923264916cf9d32', 'sota.py': '000000000000c4e94e39b78d8fcd9061'}","[0.0, 0.0, 0.05]",260905,40000.0,16,0.01,0.0,1.0,"[2009.5980803839232, 0.20095980803839233, 0.20095980803839233]",2010.0,abs,0.001,0.0005,BFGS,10000,1e-08,"Shared reduced random phase vector, seed 260905; each configuration solved independently; no continuation",SMOKE,,,00000000000003463c4613b8,0.9061672946654877,0.9976123621997087,00000000000008003348f6da316e0050,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\appendix_outputs\C_GFE\directional_review_data\data\sensitivity_cache\00000000000003463c4613b8,-64.78144470772546,0.0,8.608702041223223e-06,0.7798896528463103,0.0,830.4670030946668,140.4128112671297,-64.78143609902341
3720,456.59485527766566,False,Desired error not necessarily achieved due to precision loss.,2,-64.91610632329586,8.351263987346604e-06,4.6211538221881645e-07,16.923650099997758,0000000000000800694db3f3ee0d0c3d,0000000000000800d6190f48baee1803,computed_BFGS,appendix-B-pressure-sensitivity-v1,Twin,corrected_minus,Conventional,0.001,,"{'gorkov_core.py': '0000000000008bd7e923264916cf9d32', 'sota.py': '000000000000c4e94e39b78d8fcd9061'}","[0.0, 0.0, 0.05]",260905,40000.0,16,0.01,0.0,1.0,"[2005.9880239520962, 2.0059880239520966, 2.0059880239520966]",2010.0,abs,0.001,0.0005,BFGS,10000,1e-08,"Shared reduced random phase vector, seed 260905; each configuration solved independently; no continuation",SMOKE,,,000000000000034343085b45,0.91222133268388,0.9987326774369104,00000000000008003348f6da316e0050,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\appendix_outputs\C_GFE\directional_review_data\data\sensitivity_cache\000000000000034343085b45,-64.91611467455927,0.0,8.351263987346604e-06,0.8739775725443113,0.0,456.64478481547894,143.7979403256242,-64.91610632329528
3940,736.400155546487,False,Desired error not necessarily achieved due to precision loss.,2,-64.787660329341,4.890825008821738e-06,4.678746745750446e-07,17.691601700003957,000000000000080007f49d3b09f5f821,0000000000000800d6190f48baee1803,computed_BFGS,appendix-B-pressure-sensitivity-v1,Twin,corrected_minus,Conventional,0.003,,"{'gorkov_core.py': '0000000000008bd7e923264916cf9d32', 'sota.py': '000000000000c4e94e39b78d8fcd9061'}","[0.0, 0.0, 0.05]",260905,40000.0,16,0.01,0.0,1.0,"[1998.011928429424, 5.994035785288272, 5.994035785288272]",2010.0,abs,0.001,0.0005,BFGS,10000,1e-08,"Shared reduced random phase vector, seed 260905; each configuration solved independently; no continuation",SMOKE,,,00000000000003400cd2edb5,0.8990838742707228,0.9990103482996413,00000000000008003348f6da316e0050,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\appendix_outputs\C_GFE\directional_review_data\data\sensitivity_cache\00000000000003400cd2edb5,-64.78766522016622,0.0,4.890825008821738e-06,0.8620931142837318,0.0,736.4198239918569,156.2776201612343,-64.78766032934121
3413,797.5801535695499,False,Desired error not necessarily achieved due to precision loss.,2,-64.47994466872785,1.4042798083001284e-05,1.6290773390059846e-06,15.464714699992328,0000000000000800db9d50763c450b8b,0000000000000800d6190f48baee1803,computed_BFGS,appendix-B-pressure-sensitivity-v1,Twin,corrected_minus,Conventional,0.01,,"{'gorkov_core.py': '0000000000008bd7e923264916cf9d32', 'sota.py': '000000000000c4e94e39b78d8fcd9061'}","[0.0, 0.0, 0.05]",260905,40000.0,16,0.01,0.0,1.0,"[1970.5882352941176, 19.705882352941178, 19.705882352941178]",2010.0,abs,0.001,0.0005,BFGS,10000,1e-08,"Shared reduced random phase vector, seed 260905; each configuration solved independently; no continuation",SMOKE,,,0000000000000342aa8e57dc,0.9004089193373196,0.9962823236882411,00000000000008003348f6da316e0050,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\appendix_outputs\C_GFE\directional_review_data\data\sensitivity_cache\0000000000000342aa8e57dc,-64.47995871152594,0.0,1.4042798083001284e-05,0.8215920224243297,0.0,797.7157296094754,134.88853313229149,-64.47994466872785
2951,473.73637449049244,False,Desired error not necessarily achieved due to precision loss.,2,-62.306868563279096,1.2149327576641367e-06,7.792754927629817e-07,13.486963000003016,000000000000080038a5805681be0c98,0000000000000800d6190f48baee1803,computed_BFGS,appendix-B-pressure-sensitivity-v1,Twin,corrected_minus,Conventional,0.03,,"{'gorkov_core.py': '0000000000008bd7e923264916cf9d32', 'sota.py': '000000000000c4e94e39b78d8fcd9061'}","[0.0, 0.0, 0.05]",260905,40000.0,16,0.01,0.0,1.0,"[1896.2264150943395, 56.886792452830186, 56.886792452830186]",2010.0,abs,0.001,0.0005,BFGS,10000,1e-08,"Shared reduced random phase vector, seed 260905; each configuration solved independently; no continuation",SMOKE,,,00000000000003420c8661b9,0.9062102046585906,0.9983701513619089,00000000000008003348f6da316e0050,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\appendix_outputs\C_GFE\directional_review_data\data\sensitivity_cache\00000000000003420c8661b9,-62.306869778211464,0.0,1.2149327576641367e-06,0.8321970552572594,0.0,473.8790583306172,144.3668224241041,-62.306868563278705
3248,893.7643715863774,False,Desired error not necessarily achieved due to precision loss.,2,-57.29200228795692,7.399827721150149e-07,1.7342486994154802e-06,14.710339400000521,000000000000080057f36a05382a0a8d,0000000000000800d6190f48baee1803,computed_BFGS,appendix-B-pressure-sensitivity-v1,Twin,corrected_minus,Conventional,0.1,,"{'gorkov_core.py': '0000000000008bd7e923264916cf9d32', 'sota.py': '000000000000c4e94e39b78d8fcd9061'}","[0.0, 0.0, 0.05]",260905,40000.0,16,0.01,0.0,1.0,"[1674.9999999999998, 167.49999999999997, 167.49999999999997]",2010.0,abs,0.001,0.0005,BFGS,10000,1e-08,"Shared reduced random phase vector, seed 260905; each configuration solved independently; no continuation",SMOKE,,,00000000000003417559a21c,0.9403302467135929,0.9988595136486522,00000000000008003348f6da316e0050,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\appendix_outputs\C_GFE\directional_review_data\data\sensitivity_cache\00000000000003417559a21c,-57.29200302793989,0.0,7.399827721150149e-07,0.7879413744872751,0.0,893.8745802064252,156.5921241845243,-57.29200228795712
4926,665.5863097554602,False,Desired error not necessarily achieved due to precision loss.,2,-36.69436255232013,6.603160211976158e-05,2.070404349255816e-06,21.8115809999872,00000000000008007e9fa7be027cf5f9,0000000000000800d6190f48baee1803,computed_BFGS,appendix-B-pressure-sensitivity-v1,Twin,corrected_minus,Conventional,1.0,,"{'gorkov_core.py': '0000000000008bd7e923264916cf9d32', 'sota.py': '000000000000c4e94e39b78d8fcd9061'}","[0.0, 0.0, 0.05]",260905,40000.0,16,0.01,0.0,1.0,"[670.0, 670.0, 670.0]",2010.0,abs,0.001,0.0005,BFGS,10000,1e-08,"Shared reduced random phase vector, seed 260905; each configuration solved independently; no continuation",SMOKE,,,000000000000031a39e1ac3e,0.6803783194827139,0.9834736353326513,00000000000008003348f6da316e0050,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\appendix_outputs\C_GFE\directional_review_data\data\sensitivity_cache\000000000000031a39e1ac3e,-36.69442858392211,0.0,6.603160211976158e-05,0.9783007086252213,0.0,665.6211011344558,147.22289750469122,-36.694362552319994
59,1.951011918895597e-08,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,-0.03331385288444014,4438.87402027427,2.943598306081889e-05,0.006572500002221204,00000000000008009288752d110925f8,0000000000000800d6190f48baee1803,computed_L-BFGS-B,appendix-B-pressure-sensitivity-v1,Bottle,historical_plus,FE,0.0001,,"{'gorkov_core.py': '0000000000008bd7e923264916cf9d32', 'sota.py': '000000000000c4e94e39b78d8fcd9061'}","[0.0, 0.0, 0.05]",260905,40000.0,16,0.01,9.0,0.0,"[0.0002999400119976005, 0.0002999400119976005, 2.9994001199760048]",3.0,smooth_abs,0.001,0.0005,L-BFGS-B,10000,1e-08,"Shared reduced random phase vector, seed 260905; each configuration solved independently; no continuation",SMOKE,fe-compact-task-specific-v3,compact-single-float64-v1,00000000000003af74f8015f,0.9962217486258653,0.9982882442518785,00000000000008008b13f2a6850dffbc,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\appendix_outputs\C_GFE\directional_review_data\data\sensitivity_cache\00000000000003af74f8015f,-0.03357877673198786,0.00026492384754737004,0.0,5.706842889633556e-05,5.7069877334811596e-05,0.0,7.327151815213984e-09,-0.033313852884440484
