path,bytes,content_id,section,scope
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049322e51f7c424e.npz,179660,000000000002bdcc19cb6d35bb3b504f,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493243e3ea74a83.npz,221478,00000000000361269b021b802defa6ed,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004932ba2faec4477.npz,204752,0000000000031fd0930246748e0cecdb,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004932faa1fe35133.npz,155404,0000000000025f0c948fcde0db77f02b,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493387417f246cf.npz,158590,0000000000026b7e4caca8233e89c0a1,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004933ca78ae74174.npz,152287,00000000000252dffa0b93716948fc55,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493418448b846c9.npz,177672,000000000002b608277f5cd9f3b3869b,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493525b651f41e6.npz,1063484,0000000000103a3cc34e649d322d5e55,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049352c123cc4b2c.npz,170902,0000000000029b96f4c88aa3be9dfb94,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493548b483f4477.npz,209131,00000000000330ebb20c9acc936ce157,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493592b127f4999.npz,199963,0000000000030d1beca982b798f4dbba,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004935cc4ac8448ed.npz,180777,000000000002c229e01e3ea117d87a4d,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004935d1fc9fd4a0b.npz,181294,000000000002c42e8e69c91d2814548d,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493654e118745a4.npz,178096,000000000002b7b0e5aba89fbaa05307,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493688016d64ad5.npz,152230,00000000000252a6f151194565d5e7c4,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004936cae2f0aeedf.npz,144629,00000000000234f508b001606e7ab0fb,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004937842a4ae4b07.npz,163013,0000000000027cc501451f6c54159400,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004937b9ddc9a4a7d.npz,159168,0000000000026dc05d9a52caea7c1698,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004937c89eda04a05.npz,175026,000000000002abb2c6f6809a0002530d,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493810cdf23e856.npz,376075,000000000005bd0bd6ef9a4e3326936e,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049382001b184479.npz,182162,000000000002c79241a12ef2ae343207,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004938f9c3dbc48e7.npz,165961,0000000000028849733660bf32bcb198,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049390171ae049cd.npz,161644,000000000002776c1711f149de3df466,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493a6086a773656.npz,180890,000000000002c29a06af85c25dfe8366,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493a789e553491b.npz,180999,000000000002c3072910e8cd9a6a715e,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493aaafd1de4477.npz,194774,000000000002f8d6722e08017b71f4d4,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493abc8620ae252.npz,324951,000000000004f557581fb18e6b7f31b7,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493adbb806b4477.npz,153458,0000000000025772405185b447d43081,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493af49e2dc4023.npz,174949,000000000002ab6559b28e3d0c9b7736,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493c21862aa3d14.npz,187575,000000000002dcb749d7688938eb9b8a,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493c6cdc32445d2.npz,174611,000000000002aa137c4fdbd9d1a4bb76,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493cb5b0ff04adb.npz,182822,000000000002ca26d8755cee80cfbc47,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493ccc86bf04477.npz,166444,0000000000028a2cbf7fcf24ba64a02e,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493d85569e749d3.npz,190766,000000000002e92edfacaaea4b2618d5,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493e21aec8b354d.npz,182606,000000000002c94e7c4d16a4c46a9fc2,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493e34913fa4477.npz,136187,00000000000213fb9d60e19c751a4661,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493ed6240d6423f.npz,167222,0000000000028d362f749d8a422c4072,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493eff6858447aa.npz,393040,000000000005ff50864f03c0f2b7c3eb,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493f5cb0e28e851.npz,145757,000000000002395daee702992c6bb290,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000493f9c7e157499f.npz,168438,00000000000291f63e5a971ba8c1389a,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049400274a944af9.npz,236870,0000000000039d466b2b887cbd512bf5,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494048e53405725.npz,207442,0000000000032a52c949d3c4b854a275,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004940b6854004461.npz,607847,000000000009466715b7e68f0a0b9388,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004940be4e47d5a44.npz,167329,0000000000028da12a06f3899fdfe868,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049424e0d23967d3.npz,447698,000000000006d4d2c4d764e2a9759519,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004942a99b8ea519c.npz,163587,0000000000027f03eac9fe7ad3e9f095,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494356cabad445e.npz,138885,0000000000021e8558d4735c5292fb30,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004944192b085552c.npz,164704,0000000000028360319276b4a7b91733,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494432afb1d6c40.npz,164530,00000000000282b26399862475e479b2,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494452c94955a42.npz,158989,0000000000026d0dcde412a7ca0328f6,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049453a5440c5197.npz,225203,0000000000036fb3d6657784bfbf24a4,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004946327baf159e6.npz,202517,00000000000317155c2d62a9bdb8472b,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004947ec446fa9312.npz,186526,000000000002d89e5c602a1ba4b96f55,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494813cec0167d5.npz,223832,0000000000036a581a0695a787901f26,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049482b2ab5d8ba6.npz,127310,000000000001f14e893d8ec138d10767,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049493961695525a.npz,161248,00000000000275e0ec264ac3acdea149,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494a1c671cfe840.npz,1095090,000000000010b5b2eae4a753d0aacf11,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494a2cab5f44463.npz,213857,000000000003436146e0fbbc50042987,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494a698851b5265.npz,508300,000000000007c18c8c480afd3f8f00d6,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494c9e3d2845636.npz,248729,000000000003cb99b7351d04fdd8d88f,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494d5f2c3735f61.npz,248498,000000000003cab26622613884639f7a,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494d85299335a3f.npz,287407,00000000000462af4185fbf104345678,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494dbf4d37c5b8a.npz,202167,00000000000315b7e3266af38911a01f,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494e0958f684aee.npz,142561,0000000000022ce1b088bbbceaf7e032,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494e3ba23f7519a.npz,154194,0000000000025a52edf43a7aa6da5dfd,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494e9ba72c34c54.npz,158049,00000000000269615cfa0a30af85a30d,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494edfc7f865f6c.npz,175618,000000000002ae022ba386edd6127a5f,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494f0a80d8a4857.npz,214891,000000000003476bc735cf1a3e879181,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494fa26b1cf5730.npz,165753,00000000000287796bac5e82e774b83c,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494fde015234c59.npz,305752,000000000004aa587c2d2cc3bc230445,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000494ffaa910f8c5a.npz,229319,0000000000037fc7262b679d9a8370b9,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004950b56d109447d.npz,386029,000000000005e3ed4b40071b280a4837,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004958305dc1751b6.npz,160755,00000000000273f39a669a5f04c34dd4,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000495bc6d9d297dd0.npz,180166,000000000002bfc64bfc74b2dd1c7421,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004967c43462ebaf0.npz,37325,00000000000091cd24a031e40633aae5,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000496ac0d8f1ac18c.npz,37446,00000000000092469149e86e4cecc0ff,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000496deaeb94ec186.npz,37314,00000000000091c2a50108afa6459594,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000496e4f2a9ddbaf2.npz,37231,000000000000916f155724789e207e5f,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049706a9fe6dbae4.npz,37375,00000000000091ff1392907cbc23b4eb,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049728ef10c92430.npz,37180,000000000000913c0112d7c915a54a01,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000497387aae6f19bc.npz,37278,000000000000919e2dc6efa160b413a4,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000497418af12519b6.npz,37546,00000000000092aaabced1d16c8c06f3,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049752cf9a511e19.npz,37177,00000000000091398f142251711743ae,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049760ef1219081e.npz,36559,0000000000008ecf57f73e27a7490687,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004976540a81a1891.npz,37438,000000000000923e8846deb6d0404b72,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049767183bce1dca.npz,37174,0000000000009136eecca1266dba357e,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000497820ea2851766.npz,37295,00000000000091afbd4229f3737e812b,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049787460ab01e02.npz,37286,00000000000091a6f7e8e2d19bbf71e3,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004978b787af2c185.npz,43474,000000000000a9d224318a60b533aa0d,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004978e30d2c7bae9.npz,40017,0000000000009c51031552166fc44a2e,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000497a444010dc17a.npz,37246,000000000000917ef13bb4ddb3deab8d,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000497a5503bb21308.npz,37000,00000000000090889ac33f594b2ed834,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000497a622b0cc1764.npz,37283,00000000000091a38fee46e1dca4c61c,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000497a7875cce1c08.npz,37445,0000000000009245e270da7a4bc6adae,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000497aaa168431764.npz,38171,000000000000951b0c104700a1264086,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000497c49cce4c1537.npz,37314,00000000000091c2003d43e743f9f9c8,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000497c6c37ab918bf.npz,37115,00000000000090fb6ccaafa66180e82c,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000497d85bd07a1cc0.npz,37114,00000000000090fa64fc89513452fc21,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000497dca5bd551dd0.npz,37324,00000000000091ccf531ec9220cdc601,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000497e3c2577b1995.npz,36897,000000000000902179bb9d3b891bdc56,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000497eb323c6b1dfc.npz,37365,00000000000091f5df3433938ed89dee,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000497eb65df0c1764.npz,37156,000000000000912488ca401fb80427e7,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000497f3f032bd1a9b.npz,37192,000000000000914865034e17a16272ce,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049800d4661e665d.npz,37190,0000000000009146f7583770cda76eba,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000498049dc6f91e20.npz,37037,00000000000090ad30c4479e69aa6747,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004980c0c4a1d5ee3.npz,38981,00000000000098452eae9b67dc6f89a8,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049829b0150f1e2b.npz,38741,00000000000097558e1751f37f99a03d,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000498498d4a5e1788.npz,37307,00000000000091bbac577fbb23ba871c,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004987338e9c6bb10.npz,44009,000000000000abe99ec0d147e13f035c,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\00000000000004987f069984178d.npz,37380,000000000000920477ff84d1b98da11c,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049881bab1eb5fa5.npz,37187,00000000000091433c63d406b50b22aa,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\0000000000000498ed05d87e1b81.npz,37366,00000000000091f61e679d738723cdac,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\commands\000000000000049908fca12917e4.npz,45317,000000000000b105c24003fb09428a90,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\frozen_GFE_reference_audit.csv,4647,00000000000012273cda708975476b3e,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\mechanical_localization_thresholds.csv,36675,0000000000008f435f1b1262ac9f7531,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\native_stopping_counts.csv,8462,000000000000210ec7acd7c6ad962360,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\paired_bootstrap_to_fixed_GFE.csv,338424,00000000000529f86c7c3014597cf529,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\paired_changes_to_fixed_GFE.csv,53983,000000000000d2df8f5c1c8a645922a3,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\summary_median_IQR_range_CI.csv,367090,00000000000599f22c37bce8130b5e90,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous\target_mechanics.csv,2062425,00000000001f78598f50f4631fb38312,C,current figure/table evidence
appendix_outputs\C_GFE\reviewer_robustness\continuous_progress.csv,386409,000000000005e569ca3b9359f465a623,C,retained exploration; inspect protocol and mode
appendix_outputs\C_GFE\reviewer_robustness\environment.json,1165,000000000000048d1e6a879c271055b5,C,retained exploration; inspect protocol and mode
appendix_outputs\C_GFE\reviewer_robustness\protocol.json,4693,00000000000012554434d4c1d2ec0549,C,retained exploration; inspect protocol and mode
appendix_outputs\C_GFE\std_sensitivity\C_STD_cache_access.json,17235,0000000000004353b1e84c7a85eff90b,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\C_STD_command_runs.csv,69795,00000000000110a30f5bbf31aec08695,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\C_STD_command_runs_partial.csv,63086,000000000000f66e56bb398155804c43,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\C_STD_paired_bootstrap.csv,10175,00000000000027bfc4841063e9721c35,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\C_STD_protocol.json,1856,0000000000000740ff34c33d287f110c,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\C_STD_solver_stages.csv,15796,0000000000003db4a21ec90587d6d48b,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\C_STD_summary.csv,3620,0000000000000e24e28aedd1fa914762,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\C_STD_target_losses.csv,8006,0000000000001f46219976d121b1d68c,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\C_target_mechanics.csv,532699,00000000000820db0cc72c2749b1fd99,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\commands\STD_FE_gamma1_eps1_seed260869.json,3537,0000000000000dd1356341e1cb131a03,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\commands\STD_FE_gamma1_eps1_seed260869.npz,7138,0000000000001be238fd062a8c661e44,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\commands\STD_FE_gamma1_eps1_seed260870.json,3537,0000000000000dd18d9c59a5ecc91956,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\commands\STD_FE_gamma1_eps1_seed260870.npz,7142,0000000000001be6aad66a3b7b9a2488,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\commands\STD_FE_gamma1_eps1_seed260871.json,3539,0000000000000dd37efbead82fda18e9,C,current figure/table evidence
